( tel_0039 " వీరి ద్వారా ఒక ప్రాధమిక పాఠశాల ఒక హైస్కూలు ఒక  ఐ.టి.ఐ. నడుపబడుతున్నాయి ")
( tel_0040 " అమెరికాలో అతి ప్రాచీన ప్రభుత్వ సాంస్కృతిక సంస్థ ")
( tel_0041 " ఇదే ఆమె ఆఖరి అత్యున్నత ప్రతిభ ")
( tel_0042 " కోస్తా ఆంధ్ర తెలంగాణ మరియు రాయలసీమ ")
( tel_0043 " దగ్గరలోని రైలు స్టేషన్ రాజమండ్రి లేదా కాకినాడ ")
( tel_0044 " తెలుగు సినిమా రంగములో గుమ్మడి గా ప్రసిద్ధి చెందిన గుమ్మడి వెంకటేశ్వరరావు ")
( tel_0045 " కోట తూర్పు గోదావరి జిల్లా  రామవరం మండలానికి చెందిన గ్రామము ")
( tel_0046 " ఈ గ్రామంలో ప్రాథమిక పాఠశాలలు మూడు కలవు ")
( tel_0047 " గ్రామంలో సరైన మంచినీటి వసతి లేదు ")
( tel_0048 " ఈ అడవిలో చాలా రకాల అటవీ జంతువులు మరియు పక్షులు ఉన్నాయి ")
( tel_0049 " కుల్కచర్ల ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము ")
( tel_0050 " పంచాయత్ రాజ్ మంత్రిత్వ శాఖ వెబ్‌సైటులో కడప జిల్లా తాలూకాల వివరాలు ")

